2600,0,
2693,0,
2706,0,
2720,0,
2735,0,
2749,0,
2762,0,
2777,0,
2791,0,
2805,0,
2819,0,
2833,0,
2847,0,
2862,0,
2875,0,
2889,0,
2904,0,
2918,0,
2931,0,
2946,0,
2960,0,
2974,0,
2988,0,
3002,0,
3016,0,
3031,0,
3044,0,
3058,0,
3073,0,
3087,0,
3100,0,
3115,0,
3129,0,
3143,0,
3156,0,
3171,0,
3185,0,
3200,0,
3213,0,
3227,0,
3241,0,
3256,0,
3269,0,
3283,0,
3298,0,
3312,0,
3325,0,
3340,0,
3354,0,
3368,0,
3382,0,
3396,0,
3410,0,
3425,0,
3438,0,
3452,0,
3467,0,
3485,0,
3500,0,
3514,0,
3527,0,
3542,0,
3556,0,
3570,0,
3584,0,
3598,0,
3612,0,
3627,0,
3640,0,
3654,0,
3668,0,
3683,0,
3696,0,
3710,0,
3725,0,
3739,0,
3752,0,
3767,0,
3781,0,
3795,0,
3809,0,
3823,0,
3837,0,
3852,0,
3865,0,
3879,0,
3894,0,
3908,0,
3921,0,
3936,0,
3950,0,
3964,0,
3978,0,
3992,0,
4006,0,
4020,0,
4034,0,
4048,0,
4063,0,
4076,0,
4090,0,
4105,0,
4127,0,
4142,0,
4155,0,
4169,0,
4184,0,
4198,0,
4211,0,
4226,0,
4240,0,
4254,0,
4268,0,
4282,0,
4300,0,
4315,0,
4329,0,
4342,0,
4357,0,
4371,0,
4385,0,
4399,0,
4413,0,
4427,0,
4451,0,
4465,0,
4480,0,
4493,0,
4507,0,
4521,0,
4536,0,
4549,0,
4563,0,
4578,0,
4591,0,
4605,0,
4620,0,
4634,0,
4647,0,
4662,0,
4676,0,
4690,0,
4704,0,
4718,0,
4732,0,
4747,0,
4760,0,
4774,0,
4789,0,
4803,0,
4816,0,
4831,0,
4845,0,
4859,0,
4873,0,
4887,0,
4901,0,
4916,0,
4929,0,
4943,0,
4958,0,
4972,0,
4985,0,
5000,0,
5014,0,
5028,0,
5042,0,
5056,0,
5070,0,
5085,0,
5098,0,
5117,0,
5131,0,
5145,0,
5159,0,
5173,0,
5187,0,
5201,0,
5216,0,
5229,0,
5243,0,
5258,0,
5272,0,
5285,0,
5300,0,
5314,0,
5328,0,
5342,0,
5356,0,
5370,0,
5385,0,
5398,0,
5412,0,
5427,0,
5441,0,
5454,0,
5469,0,
5483,0,
5497,0,
5511,0,
5525,0,
5539,0,
5554,0,
5567,0,
5581,0,
5596,0,
5610,0,
5623,0,
5638,0,
5652,0,
5666,0,
5680,0,
5694,0,
5721,0,
5734,0,
5748,0,
5763,0,
5777,0,
5790,0,
5805,0,
5819,0,
5833,0,
5847,0,
5861,0,
5875,0,
5890,0,
5903,0,
5917,0,
5936,0,
5950,0,
5964,0,
5978,0,
5992,0,
6006,0,
6021,0,
6034,0,
6048,0,
6063,0,
6076,0,
6090,0,
6105,0,
6119,0,
6132,0,
6147,0,
6161,0,
6175,0,
6189,0,
6212,0,
6226,0,
6241,0,
6255,0,
6268,0,
6283,0,
6297,0,
6311,0,
6325,0,
6339,0,
6353,0,
6368,0,
6381,0,
6395,0,
6410,0,
6424,0,
6437,0,
6452,0,
6466,0,
6479,0,
6494,0,
6508,0,
6522,0,
6536,0,
6550,0,
6564,0,
6579,0,
6592,0,
6606,0,
6621,0,
6635,0,
6648,0,
6663,0,
6677,0,
6691,0,
6705,0,
6719,0,
6733,0,
6752,0,
6766,0,
6779,0,
6794,0,
6808,0,
6822,0,
6836,0,
6850,0,
6864,0,
6879,0,
6892,0,
6906,0,
6921,0,
6935,0,
6948,0,
6963,0,
6977,0,
6991,0,
7006,0,
7019,0,
