2421,0,
2554,0,
2569,0,
2582,0,
2596,0,
2611,0,
2624,0,
2638,0,
2653,0,
2666,0,
2680,0,
2695,0,
2708,0,
2722,0,
2737,0,
2751,0,
2764,0,
2779,0,
2793,0,
2806,0,
2821,0,
2835,0,
2848,0,
2863,0,
2877,0,
2891,0,
2905,0,
2919,0,
2933,0,
2947,0,
2961,0,
2975,0,
2989,0,
3003,0,
3017,0,
3031,0,
3045,0,
3059,0,
3074,0,
3087,0,
3101,0,
3116,0,
3129,0,
3143,0,
3158,0,
3171,0,
3185,0,
3200,0,
3214,0,
3227,0,
3241,0,
3256,0,
3269,0,
3283,0,
3298,0,
3311,0,
3325,0,
3344,0,
3358,0,
3373,0,
3386,0,
3400,0,
3415,0,
3428,0,
3442,0,
3457,0,
3470,0,
3484,0,
3499,0,
3513,0,
3526,0,
3540,0,
3563,0,
3577,0,
3592,0,
3606,0,
3619,0,
3634,0,
3648,0,
3661,0,
3676,0,
3690,0,
3703,0,
3718,0,
3732,0,
3745,0,
3760,0,
3774,0,
3788,0,
3802,0,
3816,0,
3830,0,
3856,0,
3870,0,
3884,0,
3898,0,
3912,0,
3927,0,
3940,0,
3954,0,
3969,0,
3982,0,
3996,0,
4011,0,
4024,0,
4038,0,
4052,0,
4067,0,
4080,0,
4094,0,
4109,0,
4122,0,
4136,0,
4151,0,
4169,0,
4184,0,
4197,0,
4211,0,
4226,0,
4239,0,
4253,0,
4268,0,
4281,0,
4304,0,
4319,0,
4333,0,
4347,0,
4361,0,
4375,0,
4389,0,
4403,0,
4417,0,
4431,0,
4445,0,
4459,0,
4473,0,
4487,0,
4501,0,
4515,0,
4530,0,
4543,0,
4557,0,
4572,0,
4585,0,
4599,0,
4614,0,
4627,0,
4641,0,
4656,0,
4669,0,
4683,0,
4698,0,
4712,0,
4725,0,
4740,0,
4754,0,
4767,0,
4782,0,
4796,0,
4809,0,
4824,0,
4838,0,
4851,0,
4866,0,
4880,0,
4894,0,
4908,0,
4922,0,
4936,0,
4950,0,
4964,0,
4982,0,
4997,0,
5011,0,
5024,0,
5039,0,
5053,0,
5066,0,
5081,0,
5095,0,
5109,0,
5123,0,
5137,0,
5151,0,
5165,0,
5179,0,
5193,0,
5207,0,
5221,0,
5235,0,
5249,0,
5263,0,
5277,0,
5292,0,
5305,0,
5319,0,
5334,0,
5347,0,
5361,0,
5376,0,
5389,0,
5403,0,
5417,0,
5431,0,
5445,0,
5459,0,
5473,0,
5487,0,
5501,0,
5516,0,
5529,0,
5543,0,
5558,0,
5571,0,
5585,0,
5600,0,
5613,0,
5627,0,
5642,0,
5655,0,
5669,0,
5684,0,
5697,0,
5711,0,
5726,0,
5740,0,
5753,0,
5768,0,
5786,0,
5800,0,
5815,0,
5828,0,
5842,0,
5857,0,
5870,0,
5884,0,
5899,0,
5912,0,
5926,0,
5941,0,
5954,0,
5968,0,
5983,0,
5996,0,
6010,0,
6025,0,
6048,0,
6062,0,
6076,0,
6090,0,
6104,0,
6118,0,
6132,0,
6146,0,
6160,0,
6174,0,
6188,0,
6202,0,
6216,0,
6230,0,
6244,0,
6258,0,
6272,0,
6286,0,
6300,0,
6313,0,
6328,0,
6342,0,
6355,0,
6370,0,
6384,0,
6397,0,
6412,0,
6426,0,
6440,0,
6454,0,
6468,0,
6482,0,
