time,id,data
00001496,00000002,4080bd8000000800
00001500,00000001,798092808b807d80
00001500,00000002,4c80508000000800
00001505,00000001,6c80238072803f80
00001505,00000002,77802b8000000700
00001510,00000001,a08051808b805580
00001510,00000002,8080498000000700
00001515,00000001,5c80698089804580
00001515,00000002,5380318000000800
00001520,00000001,35806680b6808b80
00001520,00000002,46809b8000000800
00001525,00000001,388034806280b580
00001525,00000002,8580548000000a00
00001530,00000001,3880388032805980
00001530,00000002,b080898000000a00
00001535,00000001,3780368037803380
00001535,00000002,2880348000000a00
00001540,00000001,3780378037803780
00001540,00000002,3580398000000a00
00001540,00000001,4180358037803780
00001540,00000002,3880378000000b00
00001540,00000001,9680428038803880
00001540,00000002,3880558000000b00
00001543,00000001,3280438039804380
00001543,00000002,39805b8000000a00
00001548,00000001,5380a88065809d80
00001548,00000002,69808c8000000a00
00001553,00000001,4380a5804580a780
00001553,00000002,5080988000000800
00001558,00000001,40807f8037808680
00001558,00000002,4180908000000800
00001563,00000001,5b8075804f805880
00001563,00000002,3e80808000000800
00001568,00000001,8280828077809080
00001568,00000002,63806d8000000900
00001573,00000001,7f8050808c806a80
00001573,00000002,85807a8000000a00
00001578,00000001,7880cd802e808f80
00001578,00000002,2b80308000000a00
00001583,00000001,3380368041803480
00001583,00000002,4280398000000b00
00001588,00000001,9f8040809c804480
00001588,00000002,3680508000000c00
00001593,00000001,57808c8032803180
00001593,00000002,3880358000000b00
00001598,00000001,38803a8037803780
00001598,00000002,a580848000000b00
00001603,00000001,3680388038803780
00001603,00000002,68804d8000000a00
00001608,00000001,3680358037803880
00001608,00000002,37803a8000000800
00001613,00000001,f9803e8035803580
00001613,00000002,3780378000000a00
00001618,00000001,3380388032803480
00001618,00000002,3280338000000a00
00001623,00000001,4780348031802f80
00001623,00000002,3280318000000900
00001628,00000001,3780378037803680
00001628,00000002,3780368000000900
00001633,00000001,3f8044803e804180
00001633,00000002,7080468100000700
00001638,00000001,3580368035803780
00001638,00000002,34802f8000000700
00001643,00000001,3280348033803380
00001643,00000002,3280338000000900
00001648,00000001,3880388036803780
00001648,00000002,3780378000000800
00001653,00000001,3680378037803680
00001653,00000002,3680368000000800
00001658,00000001,3780358037803780
00001658,00000002,3680378000000800
00001663,00000001,3880368037803580
00001663,00000002,3780378000000700
00001668,00000001,3780378036803680
00001668,00000002,3880378000000800
00001672,00000001,1d806c8040804680
00001673,00000002,4080478000000800
00001677,00000001,93803c8035803480
00001678,00000002,3580368000000800
00001682,00000001,3480348033803380
00001683,00000002,3380338000000900
00001687,00000001,3780378036803780
00001688,00000002,3780368000000800
00001692,00000001,3680378036803680
00001693,00000002,3680378000000800
00001697,00000001,3680378037803680
00001698,00000002,3880378000000800
00001702,00000001,3880368037803680
00001703,00000002,3580378000000700
00001707,00000001,3880368036803680
00001708,00000002,3780378000000700
00001712,00000001,3f80488042804280
00001713,00000002,8d80388100000600
00001717,00000001,3480368038803680
00001718,00000002,33802d8000000600
00001722,00000001,2180458035803180
00001723,00000002,3380338000000700
00001727,00000001,7f80408037803680
00001727,00000002,37803b8000000800
00001732,00000001,3880388037803880
00001732,00000002,3680378000000a00
00001737,00000001,3780378039803880
00001737,00000002,3680378000000900
00001742,00000001,38803e8044804380
00001742,00000002,4280608000000800
00001747,00000001,3d80358036803580
00001747,00000002,3780368000000700
00001752,00000001,3280338033803480
00001752,00000002,3280338000000600
00001757,00000001,3780378036803780
00001757,00000002,3880368000000800
00001762,00000001,3980378037803680
00001762,00000002,3780378000000900
00001767,00000001,3780368037803680
00001767,00000002,3780378000000a00
00001772,00000001,3780278070803980
00001772,00000002,3780368000000a00
00001777,00000001,38806e8035803680
00001777,00000002,3780378000000900
00001782,00000001,3880408047804480
00001782,00000002,44807c8000000700
00001787,00000001,3d80368036803780
00001787,00000002,3680318000000700
00001792,00000001,528048803f804e80
00001792,00000002,47803d8000000700
00001797,00000001,4480408038804280
00001797,00000002,4580378000000700
00001802,00000001,4380408037804180
00001802,00000002,4180378000000800
00001807,00000001,4280428037804580
00001807,00000002,4080328000000a00
00001812,00000001,4080408040804380
00001812,00000002,4980668000000b00
00001817,00000001,4580458031803480
00001817,00000002,3d80498000000a00
00001822,00000001,36803e8020805c80
00001822,00000002,3e803a8000000a00
00001827,00000001,37803e80f4803680
00001827,00000002,3f80458000000900
00001832,00000001,3680478048803680
00001832,00000002,4180478000000800
00001837,00000001,3880428045803780
00001837,00000002,4180428000000900
00001842,00000001,3780418047803880
00001842,00000002,4280428000000900
00001847,00000001,3780408048803780
00001847,00000002,4180438000000900
00001852,00000001,3780418045804a80
00001852,00000002,4680488000000900
00001857,00000001,428044803d803780
00001857,00000002,3c803c8000000900
00001862,00000001,3380408041803380
00001862,00000002,3f803b8000000800
00001867,00000001,3880418041803780
00001867,00000002,4180418000000600
00001872,00000001,36803f802e801a80
00001872,00000002,5d80428000000500
00001877,00000001,39803f809c807f80
00001877,00000002,3980418000000600
00001881,00000001,368043803f804680
00001882,00000002,40804c8000000700
00001886,00000001,3c80428046806280
00001887,00000002,3480408000000800
00001891,00000001,31802f8044803a80
00001892,00000002,33803c8000000a00
00001896,00000001,478036803f804780
00001897,00000002,37803e8000000900
00001901,00000001,a680368042804480
00001902,00000002,3780428000000a00
00001906,00000001,5080388043804380
00001907,00000002,3780418000000a00
00001911,00000001,4580378042804180
00001912,00000002,3780408000000900
00001916,00000001,4580378040804380
00001917,00000002,3780458000000900
00001921,00000001,4480398044801880
00001922,00000002,53804a8000000900
00001926,00000001,6d803c804780c580
00001927,00000002,5d803c8000000900
00001931,00000001,4d8032803d803d80
00001932,00000002,32803e8000000a00
00001936,00000001,458038803f804480
00001936,00000002,3780488000000900
00001941,00000001,3e8037803f804080
00001941,00000002,3580428000000800
00001946,00000001,4080388040804480
00001946,00000002,3380398000000700
00001951,00000001,6180408049804180
00001951,00000002,3c80478000000600
00001956,00000001,39803c8045804580
00001956,00000002,6680348000000700
00001961,00000001,3a8032802d804080
00001961,00000002,3b80338000000700
00001966,00000001,4180448035804180
00001966,00000002,4b80378000000900
00001971,00000001,3f80508036804680
00001971,00000002,3480788000000900
00001976,00000001,5d80a18065806b80
00001976,00000002,87814e8002000700
00001981,00000001,4d8045803f804880
00001981,00000002,4380418002000700
00001986,00000001,4a8046803f804680
00001986,00000002,4180418002000600
00001991,00000001,4b8045803f804880
00001991,00000002,54804e8002000600
00001996,00000001,5080548049804e80
00001996,00000002,4b80428000000800
00002001,00000001,478057803f804580
00002001,00000002,36802f8000000700
00002006,00000001,4b80458042804b80
00002006,00000002,3f80378000000600
00002011,00000001,49803b8035804880
00002011,00000002,6380438000000500
00002016,00000001,ce8060803f805380
00002016,00000002,4980388000000500
00002021,00000001,48804a8034804880
00002021,00000002,4380228000000500
00002026,00000001,9080d08091809780
00002026,00000002,9f800e8100000600
00002031,00000001,58802e8036805280
00002031,00000002,3880328000000600
00002036,00000001,60804c8034805e80
00002036,00000002,5680358000000600
00002041,00000001,6680638037806a80
00002041,00000002,6980398000000600
00002046,00000001,6e80688039806f80
00002046,00000002,6980398000000700
00002051,00000001,6580708071806d80
00002051,00000002,6380378000000700
00002056,00000001,608060803b805f80
00002056,00000002,5e80388000000600
00002061,00000001,6980648036806c80
00002061,00000002,6880348000000700
00002066,00000001,f180f480ae802081
00002066,00000002,71804a8000000600
00002071,00000001,5f80598027804280
00002071,00000002,6080178000000700
00002076,00000001,59805a8031805180
00002076,00000002,6080948000000800
00002081,00000001,5b80548047804b80
00002081,00000002,5780578000000800
00002086,00000001,4d80448053804980
00002086,00000002,4c80548000000700
00002090,00000001,428046804f804480
00002091,00000002,4980578000000700
00002095,00000001,4180478049803d80
00002096,00000002,4780598000000700
00002100,00000001,4080478069805280
00002101,00000002,4980558000000700
00002105,00000001,50804b8039804580
00002106,00000002,4b80678000000800
00002110,00000001,3b8045803c802f80
00002111,00000002,44803e8000000800
00002115,00000001,3f8048804d803680
00002116,00000002,4b804f8000000700
00002120,00000001,3a80488052803780
00002121,00000002,47804a8000000700
00002125,00000001,3b80478056803680
00002126,00000002,49804a8000000700
00002130,00000001,3680468052803880
00002131,00000002,47804a8000000600
00002135,00000001,b280628062803c80
00002136,00000002,4f805a8000000700
00002140,00000001,298043803f803380
00002140,00000002,3f80428000000700
00002145,00000001,2f80438049803480
00002145,00000002,41804a8000000600
00002150,00000001,3680468045806580
00002150,00000002,4380478000000600
00002155,00000001,358047804c802c80
00002155,00000002,3e80478000000600
00002160,00000001,32803b804b805680
00002160,00000002,3c80478000000600
00002165,00000001,3a803b8047805480
00002165,00000002,4180478000000700
00002170,00000001,49803e8048804880
00002170,00000002,3e804b8000000700
00002175,00000001,2b81bd80cf809f80
00002175,00000002,4880518000000600
00002180,00000001,3a803a8047802d80
00002180,00000002,3d80448000000500
00002185,00000001,3b80388042804880
00002185,00000002,3d80478000000500
00002190,00000001,48803b8046804480
00002190,00000002,3e80468000000600
00002195,00000001,44803b8046804280
00002195,00000002,3d80438000000800
00002200,00000001,41803c8045804280
00002200,00000002,7f804d8000000900
00002205,00000001,9c80e18063804880
00002205,00000002,5880538000000900
00002210,00000001,3f8039803c803a80
00002210,00000002,3c80458000000900
00002215,00000001,3e803c804b803f80
00002215,00000002,4080488000000900
00002220,00000001,42803d8049804280
00002220,00000002,3f80478000000900
00002225,00000001,42803e8045804180
00002225,00000002,3d80488000000900
00002230,00000001,40803d8042803f80
00002230,00000002,3d80448000000800
00002235,00000001,73808180ca807880
00002235,00000002,48804c8000000700
00002240,00000001,458039804b804280
00002240,00000002,3780338000000800
00002245,00000001,3d803b803f803d80
00002245,00000002,3c80398000000900
00002250,00000001,41803c8045803e80
00002250,00000002,4c80568000000900
00002255,00000001,40803b8040804280
00002255,00000002,38803f8000000800
00002260,00000001,41803a803a804180
00002260,00000002,47803c8000000700
00002265,00000001,4280448038804180
00002265,00000002,47803d8000000600
00002270,00000001,3b803b80cb820c84
00002270,00000002,8d86288600000700
00002275,00000001,7688d188b9860086
00002275,00000002,eb87c38600000800
00002280,00000001,e487e487d285c684
00002280,00000002,ed87dd8600000900
00002285,00000001,e587ed87cc85cc83
00002285,00000002,ed87db8600000800
00002290,00000001,df87ed87d985bd82
00002290,00000002,ed87eb8600000700
00002294,00000001,ec87c08780845c80
00002295,00000002,b787e28500000700
00002299,00000001,c987de87bb835480
00002300,00000002,eb87138600000600
00002304,00000001,98886b8854837a80
00002305,00000002,4188fc8500000600
00002309,00000001,f787e787a2803380
00002310,00000002,cc874d8500000600
00002314,00000001,ee87e4873c803380
00002315,00000002,e687388400000600
00002319,00000001,ed87ec873c803780
00002320,00000002,eb87238300000500
00002324,00000001,eb87eb8759804980
00002325,00000002,ed874e8100000600
00002329,00000001,ec87eb8738804a80
00002330,00000002,ec874a8000000700
00002334,00000001,eb87ec8739804980
00002335,00000002,ec87378000000700
00002339,00000001,ec87eb8738804a80
00002339,00000002,ea87388000000800
00002344,00000001,8f88278829817080
00002344,00000002,fd885a8000000900
00002349,00000001,e887f68730804480
00002350,00000002,f087358000000900
00002354,00000001,e687f28749804780
00002354,00000002,f487448000000900
00002359,00000001,ec87f6874c804580
00002359,00000002,f987498000000900
00002364,00000001,ec87f7874c804680
00002364,00000002,f7874b8000000900
00002369,00000001,ea87f78747803e80
00002369,00000002,f687498000000800
00002374,00000001,f787ee8748804280
00002374,00000002,f5874a8000000800
00002379,00000001,f887eb8741805280
00002379,00000002,ec87468000000700
00002384,00000001,bd884588f2807d80
00002384,00000002,be886a8000000600
00002389,00000001,f687e48743803580
00002389,00000002,cc87488000000600
00002394,00000001,ee87e8873a803480
00002394,00000002,e387428000000600
00002399,00000001,eb87eb873c803780
00002399,00000002,ec873a8000000600
00002404,00000001,e987ec8755804780
00002404,00000002,eb87468000000500
00002409,00000001,ed87ea8739804680
00002409,00000002,ea87448000000600
00002414,00000001,fb875988a7800081
00002414,00000002,3488ac8000000700
00002419,00000001,eb87e98736803880
00002419,00000002,d7872f8000000800
00002424,00000001,e787ea8730804180
00002424,00000002,e787358000000800
00002429,00000001,eb87f88748804780
00002429,00000002,f6873e8000000800
00002434,00000001,ec87f68746804680
00002434,00000002,f7874b8000000600
00002439,00000001,ec87f78749804980
00002439,00000002,f787478000000600
00002444,00000001,eb87f7874b804380
00002444,00000002,f787438000000700
00002449,00000001,ec87f58746803c80
00002449,00000002,f687438000000600
00002454,00000001,0e88cb889380f880
00002454,00000002,8f88678000000600
00002459,00000001,f787e58740803880
00002459,00000002,c6873e8000000500
00002464,00000001,f387e58745803580
00002464,00000002,e4874a8000000400
00002469,00000001,f787eb8743803880
00002469,00000002,eb874d8000000500
00002474,00000001,ba87c38732802c80
00002474,00000002,c087318000000600
00002479,00000001,f787f78737803680
00002479,00000002,f787388000000700
00002484,00000001,078805886280c680
00002484,00000002,7c88628000000700
00002488,00000001,f687f68733803880
00002489,00000002,e987378000000700
00002493,00000001,ed87ef8734803480
00002494,00000002,f087358000000700
00002498,00000001,f787f78737803880
00002499,00000002,f787378000000700
00002503,00000001,f787f78737803780
00002504,00000002,f687378000000700
00002508,00000001,f787f78737803780
00002509,00000002,f787378000000700
00002513,00000001,f787f78737803780
00002514,00000002,f787388000000600
00002518,00000001,f787f78737803680
00002519,00000002,f787368000000600
00002523,00000001,058805885c80fb80
00002524,00000002,6888cc8000000600
00002528,00000001,f687f68738803080
00002528,00000002,f687328000000600
00002533,00000001,f787f78738803780
00002533,00000002,f687378000000600
00002538,00000001,f787f78738803780
00002538,00000002,f787388000000500
00002543,00000001,f787f78737803880
00002543,00000002,f687388000000600
00002548,00000001,f787f78737803880
00002548,00000002,f787388000000500
00002553,00000001,f887f88738803a80
00002553,00000002,a188928000000600
00002558,00000001,f687f78736803780
00002558,00000002,f487388000000700
00002563,00000001,eb87f18732803480
00002563,00000002,f087348000000700
00002568,00000001,f787f78739803780
00002568,00000002,f787448000000700
00002573,00000001,b78bb88b9482b182
00002573,00000002,af8beb8100000700
00002578,00000001,ff8b008c8f80ba80
00002578,00000002,008c438000000700
00002583,00000001,008c008c38803780
00002583,00000002,008c388000000700
00002588,00000001,008c008c37803780
00002588,00000002,008c398000000800
00002593,00000001,bd8cc18c44805a80
00002593,00000002,ec8dc68000000900
00002598,00000001,478d558d37802f80
00002598,00000002,678e388000000900
00002603,00000001,9a8ecd8e38803880
00002603,00000002,dc8f398000000900
00002608,00000001,f68ff98f38803880
00002608,00000002,f98f378000000900
00002613,00000001,f88ff98f38803880
00002613,00000002,f98f398000000700
00002618,00000001,fa8ff98f39803880
00002618,00000002,fa8f378000000600
00002623,00000001,f88ff98f38803880
00002623,00000002,fb8f9b8000000600
00002628,00000001,f98ff88f37803780
00002628,00000002,f98f248000000600
00002633,00000001,f68ff58f33803380
00002633,00000002,f78f338000000600
00002638,00000001,f98ffa8f37803880
00002638,00000002,f98f378000000700
00002643,00000001,f98ff98f38803780
00002643,00000002,fa8f388000000900
00002647,00000001,f98ff98f37803780
00002648,00000002,fa8f378000000900
00002652,00000001,f98ff98f38803880
00002653,00000002,f98f378000000a00
00002657,00000001,f98ff98f38803880
00002658,00000002,fa8f388000000900
00002662,00000001,f98ffd8f45804480
00002663,00000002,04906b8000000700
00002667,00000001,0090f98f37803880
00002668,00000002,f98f318000000800
00002672,00000001,f68ff68f34803380
00002673,00000002,f38f338000000800
00002677,00000001,f88ff98f38803880
00002678,00000002,f98f378000000800
00002682,00000001,f98ff98f38803780
00002683,00000002,f98f378000000800
00002687,00000001,f98ff98f37803880
00002688,00000002,fa8f388000000700
00002692,00000001,f98ff98f37803680
00002692,00000002,fa8f388000000700
00002697,00000001,fa8ff98f38803880
00002697,00000002,f98f388000000800
00002702,00000001,f98ffe8f46804380
00002702,00000002,03909f8000000800
00002707,00000001,fe8ff98f37803780
00002707,00000002,f88f278000000900
00002712,00000001,f78ff48f34803480
00002712,00000002,f38f348000000800
00002717,00000001,f98ff98f38803880
00002717,00000002,f98f378000000800
00002722,00000001,f98ff98f38803880
00002722,00000002,f98f398000000800
00002727,00000001,f98ff98f37803880
00002727,00000002,f98f388000000600
00002732,00000001,f98ff98f3e804c80
00002732,00000002,0490448000000700
00002737,00000001,fe8f019036803680
00002737,00000002,f88f378000000700
00002742,00000001,f58ff68f33803480
00002742,00000002,f48f348000000600
00002747,00000001,f88ff98f39803780
00002747,00000002,fa8f388000000600
00002752,00000001,f88ffa8f38803880
00002752,00000002,fa8f388000000600
00002757,00000001,f98ff98f37803880
00002757,00000002,fa8f388000000700
00002762,00000001,f98ff98f37803880
00002762,00000002,f98f398000000700
00002767,00000001,f98ff98f37803780
00002767,00000002,f98f388000000700
00002772,00000001,f98ffa8f41804680
00002772,00000002,0690448000000600
00002777,00000001,fe8ffd8f37803780
00002777,00000002,f98f378000000400
00002782,00000001,f48ff58f33803380
00002782,00000002,f58f348000000400
00002787,00000001,fa8ff98f38803880
00002787,00000002,f98f398000000500
00002792,00000001,fa8ff98f38803680
00002792,00000002,f98f388000000600
00002797,00000001,fa8ffa8f38803780
00002797,00000002,fb8f398000000900
00002802,00000001,fa8ff98f38803f80
00002802,00000002,0790418000000900
00002807,00000001,019000903f803680
00002807,00000002,f98f388000000a00
00002812,00000001,f78ff48f34803480
00002812,00000002,f68f348000000900
00002817,00000001,f98ffa8f37803680
00002817,00000002,f98f3a8000000800
00002822,00000001,f98ffb8f39803980
00002822,00000002,f98f388000000800
00002827,00000001,f98ff98f38803780
00002827,00000002,f98f388000000700
00002832,00000001,f98ff98f37803980
00002832,00000002,f98f398000000700
00002836,00000001,f98ff98f37803780
00002837,00000002,f98f388000000500
00002841,00000001,fa8ff98f38803d80
00002842,00000002,0b90458000000600
00002846,00000001,ff8fff8f3f803880
00002847,00000002,f98f368000000700
00002851,00000001,0d90f08f34803380
00002852,00000002,f48f358000000800
00002856,00000001,f98ffa8f38803880
00002857,00000002,fa8f378000000a00
00002861,00000001,f98ff98f38803780
00002862,00000002,f98f378000000a00
00002866,00000001,f98ffa8f37803780
00002867,00000002,fa8f388000000900
00002871,00000001,f98ff98f38803880
00002872,00000002,fa8f408000000900
00002876,00000001,0090009040803e80
00002877,00000002,fd8f378000000700
00002881,00000001,f38ff58f35803380
00002881,00000002,f58f348000000800
00002886,00000001,f98ff98f36803880
00002886,00000002,f98f388000000800
00002891,00000001,f98ff98f38803780
00002891,00000002,f98f388000000800
00002896,00000001,f98ffa8f38803780
00002896,00000002,f98f388000000a00
00002901,00000001,fc8f1d9038803880
00002901,00000002,f88f388000000a00
00002906,00000001,f98ffa8f39803780
00002906,00000002,f98f388000000b00
00002911,00000001,f88ffa8f38803680
00002911,00000002,fc8f418000000b00
00002916,00000001,fd8ffe8f3f804080
00002916,00000002,f98f378000000900
00002921,00000001,f18ff38f34803480
00002921,00000002,f48f348000000800
00002926,00000001,f98ffa8f38803780
00002926,00000002,f98f398000000700
00002931,00000001,f98ff98f37803780
00002931,00000002,fa8f398000000600
00002936,00000001,f98ff98f37803880
00002936,00000002,f98f388000000700
00002941,00000001,f98ff98f37803780
00002941,00000002,f98f398000000800
00002946,00000001,4b9018903e804080
00002946,00000002,00903c8000000700
00002951,00000001,f38f179041803380
00002951,00000002,f58f338000000700
00002956,00000001,f48ff08f37803880
00002956,00000002,fa8f378000000700
00002961,00000001,f98ff98f39803880
00002961,00000002,fa8f378000000600
00002966,00000001,f98ff98f38803880
00002966,00000002,f98f378000000600
00002971,00000001,f98ff98f38803780
00002971,00000002,f98f388000000700
00002976,00000001,f98ffa8f38803880
00002976,00000002,f98f378000000600
00002981,00000001,f98ff98f38803880
00002981,00000002,f98f388000000500
00002986,00000001,a79025903e804080
00002986,00000002,fe8f3e8000000600
00002991,00000001,ea8ff68f34803580
00002991,00000002,f48f348000000500
00002996,00000001,f28ffa8f37803880
00002996,00000002,f98f388000000600
00003001,00000001,f98ffa8f5e805480
00003001,00000002,f98f388000000700
00003006,00000001,f98ff98f27803880
00003006,00000002,f98f388000000700
00003011,00000001,f98ff98f39803880
00003011,00000002,fa8f398000000700
00003016,00000001,f98ff98f37803880
00003016,00000002,f98f388000000700
00003021,00000001,f88ff98f38803780
00003021,00000002,f98f3c8000000700
00003025,00000001,3790029047804780
00003026,00000002,1190b68000000900
00003030,00000001,179009909a808280
00003031,00000002,1990768000000900
00003035,00000001,ec8fea8f2c803180
00003036,00000002,eb8f388000000900
00003040,00000001,f58ff48f35803480
00003041,00000002,f58f348000000800
00003045,00000001,fa8ff98f39803780
00003046,00000002,f98f388000000500
00003050,00000001,f98ff98f37805d80
00003051,00000002,0890378000000600
00003055,00000001,8f9052900d813c80
00003056,00000002,1891618000000600
00003060,00000001,ec8fea8f33803280
00003061,00000002,e68f358000000700
00003065,00000001,f48ff58f34803380
00003065,00000002,f58f388000000800
00003070,00000001,f98ff98f37803780
00003070,00000002,f98f398000000800
00003075,00000001,f98ff98f39803880
00003075,00000002,fa8f388000000700
00003080,00000001,f98ffa8f38803880
00003080,00000002,f98f378000000700
00003085,00000001,f98ff98f37803880
00003085,00000002,f98f388000000600
00003090,00000001,f98ff98f37803780
00003090,00000002,f98f378000000600
00003095,00000001,3d90a89057804080
00003095,00000002,ff8f408000000800
00003100,00000001,f88fe78f34803280
00003100,00000002,1990358000000700
00003105,00000001,f28ff58f39803780
00003105,00000002,f28f388000000800
00003110,00000001,f98ff98f38803780
00003110,00000002,f98f368000000700
00003115,00000001,f98ffa8f39803780
00003115,00000002,f98f388000000700
00003120,00000001,f88ff98f37803780
00003120,00000002,f98f388000000800
00003125,00000001,83908d9064803f80
00003125,00000002,0090418000000800
00003130,00000001,f08fe68f33803380
00003130,00000002,f68f348000000800
00003135,00000001,f48ff68f39803780
00003135,00000002,f98f388000000600
00003140,00000001,f98ff98f39803780
00003140,00000002,f98f388000000700
00003145,00000001,fa8ff98f38803880
00003145,00000002,f98f388000000600
00003150,00000001,f98ff98f38803780
00003150,00000002,f98f528000000700
00003155,00000001,9390f29069809a80
00003155,00000002,2890428000000800
00003160,00000001,ed8fee8f33803380
00003160,00000002,f68f338000000700
00003165,00000001,f38ff58f34803480
00003165,00000002,f98f388000000800
00003170,00000001,f98ffa8f37803780
00003170,00000002,f98f378000000900
00003175,00000001,f98ff98f38803780
00003175,00000002,f98f398000000a00
00003180,00000001,f98ff98f38803880
00003180,00000002,f98f378000000900
00003185,00000001,f88ff88f3b803a80
00003185,00000002,fa8f398000000900
00003190,00000001,fa8ffa8f38803980
00003190,00000002,f98f378000000800
00003195,00000001,6890a3905f80c880
00003195,00000002,21903d8000000700
00003200,00000001,dc8fe88f38803380
00003200,00000002,f78f388000000900
00003205,00000001,f58ff58f33803380
00003205,00000002,f98f378000000900
00003209,00000001,f98ff98f38803880
00003210,00000002,f98f388000000900
00003214,00000001,f98ffa8f37803780
00003215,00000002,fa8f388000000900
00003219,00000001,f88ff98f36803780
00003220,00000002,f98f388000000800
00003224,00000001,1f90bd901e818980
00003225,00000002,8890658000000800
00003229,00000001,f08ff78f30803280
00003230,00000002,e58f338000000700
00003234,00000001,f48ff68f34803380
00003235,00000002,f58f398000000700
00003239,00000001,f98ff98f38803880
00003240,00000002,f98f388000000700
00003244,00000001,fa8ff98f37803780
00003245,00000002,f98f388000000600
00003249,00000001,fa8ff98f38803880
00003250,00000002,fa8f388000000700
00003254,00000001,f98ff98f37803680
00003254,00000002,fa8f388000000600
00003259,00000001,f98ffa8f38803680
00003259,00000002,f98f388000000500
00003264,00000001,53907b901b816580
00003264,00000002,7390638000000500
00003269,00000001,df8ff08f33803080
00003269,00000002,ee8f338000000500
00003274,00000001,f48ff78f35803380
00003274,00000002,f68f388000000600
00003279,00000001,f98ff98f39803780
00003279,00000002,f98f378000000700
00003284,00000001,fa8ff98f37803880
00003284,00000002,f98f378000000900
00003289,00000001,f88ff98f38803780
00003289,00000002,f98f378000000800
00003294,00000001,f98ff98f37803780
00003294,00000002,fa8f378000000700
00003299,00000001,f98ff98f38803880
00003299,00000002,fa8f388000000600
00003304,00000001,1d90b390f4809180
00003304,00000002,8d90608000000500
00003309,00000001,f18ff88f35803280
00003309,00000002,eb8f358000000600
00003314,00000001,f68ff48f34803380
00003314,00000002,f78f378000000700
00003319,00000001,f98ffa8f37803780
00003319,00000002,f98f388000000800
00003324,00000001,f98ffa8f39803880
00003324,00000002,f98f388000000800
00003329,00000001,f98ff98f38803780
00003329,00000002,f98f378000000800
00003334,00000001,049010909a808680
00003334,00000002,7290a68000000700
00003339,00000001,f88ff18f39803780
00003339,00000002,e98f2e8000000700
00003344,00000001,f78ff58f34803480
00003344,00000002,f28f348000000700
00003349,00000001,f98ffa8f38803780
00003349,00000002,f98f378000000600
00003354,00000001,f98ff98f38803880
00003354,00000002,f98f378000000700
00003359,00000001,f98ff98f39803780
00003359,00000002,f98f378000000700
00003364,00000001,f98ff98f38803880
00003364,00000002,fa8f388000000800
00003369,00000001,f88ff98f38803880
00003369,00000002,f98f388000000900
00003374,00000001,03901790a6808c80
00003374,00000002,b590ad8000000800
00003379,00000001,f98ff58f38803780
00003379,00000002,ee8f318000000900
00003384,00000001,f48ff58f34803580
00003384,00000002,f48f338000000700
00003389,00000001,f98ffa8f37803880
00003389,00000002,f98f378000000700
00003394,00000001,f98ff98f37803780
00003394,00000002,fa8f378000000800
00003398,00000001,f98ff98f39803880
00003399,00000002,fa8f388000000800
00003403,00000001,039003904480b380
00003404,00000002,4e90dd8000000900
00003408,00000001,f98ff88f37803680
00003409,00000002,d78f338000000a00
00003413,00000001,f58ff68f33803480
00003414,00000002,f48f348000000a00
