2191,81F0A002,4200CD40CF009D40
2278,81F0A002,7100CD80CF009300
2293,81F0A003,3E0000000788C204
2358,81F0A003,3A0000000788C206
2422,81F0A002,C500CD00CEC09A40
2438,81F0A002,7100CB80CEC09A80
2452,81F0A002,1400CC80CEC09600
2467,81F0A001,FFC0CAC0CB400000
2483,81F0A001,FFC0CA00CAC00600
2497,81F0A001,FFC0CB00CAC00600
2512,81F0A000,382C881F62A50F3C
2580,81F0A000,37A689BC62C10F3C
2649,81F0A001,FFC0CAC0CB000000
2663,81F0A001,FFC0CA80CB400000
2678,81F0A001,FFC0CAC0CB400600
2693,81F0A000,3B889B557ACE0E3A
2760,81F0A000,3BC6A04383F60E3A
2825,81F0A000,3554B3AF85830F3C
2891,81F0A000,3B56A73087620F3D
2958,81F0A000,3592B66790190F3C
3024,81F0A000,3BE6B1BB9E010F3D
3091,81F0A000,380ECF44BE72103D
3158,81F0A000,3C38CAA2BF1B103D
3224,81F0A001,FFC0CA00CA807100
3237,81F0A001,FFC0CA40CB000700
3252,81F0A000,33407BD731A70F39
3318,81F0A003,2F0000000782C255
3382,81F0A000,38A6644C2C230F3C
3448,81F0A003,4E000000077DC276
3512,81F0A003,67000000077BC298
3574,81F0A003,72000000077AC300
3638,81F0A002,5700CF40CE809AC0
3652,81F0A002,BF00CC40CE809140
3662,81F0A001,FFC0CA40CB000000
3677,81F0A000,243C655130FD0F3C
3743,81F0A003,730000000777C37B
3806,81F0A003,710000000775C3C5
3869,81F0A002,9400CC80CF409E00
3884,81F0A002,5000CC40CEC09900
3897,81F0A001,FFC0CA40CA400600
3910,81F0A001,FFC0CA80CB000600
3923,81F0A000,1A38911731340E3B
3990,81F0A003,7A000000077AC4B0
4054,81F0A003,7B0000000775C515
4117,81F0A003,770000000772C554
4180,81F0A002,DA00CC40CF009A40
4194,81F0A002,EC00CD80CF008940
4208,81F0A001,FFC0CA40CA008100
4221,81F0A000,17E6A7D3311A0F3C
4286,81F0A000,1880A6C4311A0F3C
4353,81F0A003,5D0000000773C5F8
4416,81F0A003,590000000778C633
4480,81F0A003,570000000779C63A
4543,81F0A002,2300CC40CEC09B00
4556,81F0A002,3000CE00CEC09080
4571,81F0A001,FFC0CA40CB000600
4584,81F0A001,FFC0CAC0CA800000
4598,81F0A000,2178843731C20F3A
4665,81F0A003,56000000077AC68F
4728,81F0A000,20FE843731C2103D
4795,81F0A003,540000000779C6D8
4858,81F0A003,56000000077AC6F4
4922,81F0A003,57000000077AC701
4985,81F0A002,1600CD00CF008F00
5000,81F0A002,1600CC00CF008E80
5011,81F0A001,FFC0CA80CB007100
5024,81F0A000,20AC84E431FB0F3B
5091,81F0A003,5A000000077AC72D
5154,81F0A002,8100CC40CEC09FC0
5169,81F0A002,F000CD80CF009980
5182,81F0A002,E800CF80CE809800
5195,81F0A001,FFC0CA80CA400000
5210,81F0A000,1FAA820C324F0F3C
5276,81F0A000,1FB6821632180F3D
5343,81F0A000,2008862A31DE103D
5409,81F0A000,202687D331C2103D
5476,81F0A000,20D489C831FB103D
5542,81F0A001,FFC0CA80CA407100
5556,81F0A001,FFC0CA40CAC00700
5569,81F0A000,202684E432180F3C
5637,81F0A003,5C000000077AC7EE
5697,81F0A000,200886363218103D
5764,81F0A002,FE00CC80CEC09900
5777,81F0A003,5E000000077AC81B
5840,81F0A002,F400CB80CF409B80
5855,81F0A001,FFC0CA00CA800000
5868,81F0A001,FFC0CA80CAC00700
5881,81F0A000,2012890F324F103D
5948,81F0A003,5E000000077AC82D
6011,81F0A000,20D486C33218103D
6079,81F0A003,60000000077AC83F
6142,81F0A003,61000000077AC843
6206,81F0A003,5F000000077AC84E
6269,81F0A002,FA00CDC0CF009C40
6283,81F0A002,0200CD40CEC09BC0
6297,81F0A001,FFC0CA80CA407100
6310,81F0A001,FFC0CA40CA800000
6322,81F0A000,1FB6860A31FB0F3C
6388,81F0A003,5F000000077AC874
6452,81F0A003,5F000000077AC86E
6516,81F0A002,0900CD80CEC09A00
6530,81F0A002,F900CD00CF009C00
6543,81F0A001,FFC0CA40CA800700
6557,81F0A001,FFC0CA40CA000700
6571,81F0A000,1FE8862A32340F3B
6637,81F0A003,600000000779C885
6701,81F0A003,5E0000000779C882
6764,81F0A003,5F000000077AC88F
6828,81F0A002,FE00CE00CE009A80
6841,81F0A002,8100CD40CEC09680
6854,81F0A001,FFC0CA80CB000700
6868,81F0A000,1FF286D932180F3D
6935,81F0A000,1F968A6032340F3D
6999,81F0A000,1F96874631FB103E
7066,81F0A000,1FDE881F3234103E
7133,81F0A000,1F3A8ACD31DE103E
7199,81F0A000,1FE8892431DE103E
7266,81F0A000,1F82880A3218103E
7333,81F0A001,FFC0CA40CA000700
7347,81F0A001,FFC0CA40CAC00700
7360,81F0A000,1ED47EE631FB0F3D
7427,81F0A003,600000000776C88B
7490,81F0A000,1F1C88143234103E
7557,81F0A003,5D0000000779C86E
7620,81F0A003,5D0000000779C86B
7684,81F0A002,FE00CD80CEC09D00
7697,81F0A002,0300CD80CF009AC0
7710,81F0A001,FFC0CA40CA800000
7725,81F0A000,1F96842B324F0F3C
7798,81F0A000,1F44843732180F3C
7865,81F0A002,EF00CD00CF009E00
7878,81F0A002,ED00CC40CE809940
7892,81F0A001,FFC0CA80CA000700
7906,81F0A001,FFC0CA40C9800000
7919,81F0A000,1FDE858731FB0F3A
7986,81F0A003,5C0000000779C882
8050,81F0A003,5D000000077AC899
8114,81F0A003,5E000000077AC88E
8177,81F0A002,8100CC40CF009800
8190,81F0A002,D900CD80CEC09400
8205,81F0A001,FFC0CA40CA000700
8218,81F0A001,FFC0CA40CA400700
8231,81F0A000,1F26888C32180F3B
8298,81F0A003,5E000000077AC8AC
8361,81F0A003,5F000000077AC8AE
8422,81F0A003,60000000077AC8BD
8485,81F0A002,EB00CC00CEC09F80
8500,81F0A001,FFC0CA80CAC00000
